Date,High,Low,Open,Close,Volume,Adj Close,MA,MACD,SIGNAL LINE,%K,%D,RSI-7,RSI-14,%R,Trading Signal
2004-11-05,45.810001373291016,44.88999938964844,45.310001373291016,45.4900016784668,5516700.0,25.256969451904297,44.04466654459635,0.6967948558620165,0.5504955733059108,80.39217152901442,76.6162269579951,66.78110240215017,65.28524899759051,-19.607828470985577,1.0
2004-11-08,45.90999984741211,45.25,45.279998779296875,45.459999084472656,3310000.0,25.240304946899414,44.36333312988281,0.6985976880366707,0.5801734015205406,79.93964378903519,77.94574731059346,66.11383117986128,64.9751674193808,-20.06035621096481,1.0
2004-11-09,45.5,44.66999816894531,45.2400016784668,45.130001068115234,5012300.0,25.057092666625977,44.63533325195313,0.6680916721086518,0.5977843071947405,68.91386142362498,76.41522558055817,58.60024063170577,61.51438123430931,-31.086138576375024,1.0
2004-11-10,44.83000183105469,43.31999969482422,44.81999969482422,43.45000076293945,8090100.0,24.12432289123535,44.77199986775716,0.5145041950911704,0.5811076400600587,3.7464271579965702,50.86664412355223,34.98534008280157,47.61107562645747,-96.25357284200344,0.0
2004-11-11,44.27000045776367,43.22999954223633,43.540000915527344,44.130001068115234,4986100.0,24.50187110900879,44.846666717529295,0.43832008970793623,0.5525218199646327,25.28093198590277,32.647073522508094,45.37949065603768,52.3095539148873,-74.71906801409723,0.0
2004-11-12,44.43000030517578,43.36000061035156,44.0,44.41999816894531,4540200.0,24.662878036499023,44.90733337402344,0.39507028048961956,0.5210065430948548,33.426914821914785,20.818091321938027,49.40410550496027,54.1961918448245,-66.57308517808522,0.0
2004-11-15,45.9900016784668,44.099998474121094,44.27000045776367,45.70000076293945,5780600.0,25.373567581176758,45.000666809082034,0.4514874256140615,0.5070939014144077,69.38202999679608,42.69662560153785,63.32117921684797,61.44602785390255,-30.617970003203915,0.5822790616821347
2004-11-16,45.75,44.84000015258789,45.4900016784668,45.439998626708984,4529900.0,25.22920036315918,45.0933334350586,0.4710274772927434,0.4998769571645908,62.07860202114585,54.96251561328555,59.44619810661978,59.38971776088975,-37.92139797885415,0.5
2004-11-17,47.54999923706055,45.91999816894531,45.9900016784668,47.02000045776367,8967700.0,26.106456756591797,45.19800008138021,0.5991342865223501,0.5197364790152768,87.73150887182086,73.06404696325424,71.7170115907969,66.68579750929922,-12.268491128179136,0.9634145585029014
2004-11-18,47.150001525878906,45.54999923706055,45.970001220703125,47.11000061035156,9690000.0,26.156429290771484,45.31800003051758,0.6992116715062124,0.5556431699008567,89.81484588445352,79.87498559247338,72.27452236067128,67.04895341944155,-10.185154115546482,1.0
2004-11-19,46.619998931884766,45.66999816894531,46.400001525878906,45.880001068115234,4704700.0,25.473499298095703,45.3413335164388,0.6765621302808498,0.5798332420786442,61.34263224726304,79.62966233451245,54.99112653879582,57.77895305983078,-38.65736775273696,1.0
2004-11-22,45.91999816894531,45.09000015258789,45.810001373291016,45.7400016784668,3566600.0,25.395776748657227,45.36600036621094,0.6404446157239008,0.5919580350286693,58.10190540609751,69.753127845938,53.29862967951791,56.81608903821692,-41.89809459390249,0.7647072023217372
2004-11-23,46.25,45.29999923706055,45.54999923706055,45.470001220703125,3866100.0,25.245866775512695,45.35333379109701,0.5842684274863643,0.5904198579467033,51.85189436819955,57.098810673853336,49.84673809958473,54.91539401984629,-48.14810563180045,0.5
2004-11-24,46.08000183105469,45.540000915527344,45.56999969482422,45.97999954223633,2636900.0,25.529027938842773,45.41733373006185,0.5725512704857465,0.5868456653628273,63.6574119043288,57.87040389287525,56.110721278703714,57.78793745035358,-36.3425880956712,1.0
2004-11-26,46.150001525878906,45.599998474121094,45.84000015258789,45.599998474121094,973300.0,25.318042755126953,45.46800028483073,0.5276883731692905,0.5750129486538548,54.861090261748295,56.790132178092186,50.61535612350838,54.97719128058194,-45.138909738251705,1.0
